user_id,user_email,user_pw,user_name,user_tel,reg_date,user_point,writer_flag
24,writer24@gmail.com,1024,패미로스,010-0000-0023,2021-02-19,0,True
25,writer25@gmail.com,1025,인레더감성바구니,010-0000-0024,2021-02-19,0,True
26,writer26@gmail.com,1026,MOONYUMMOOSANG,010-0000-0025,2021-02-19,0,True
27,writer27@gmail.com,1027,두마리목장,010-0000-0026,2021-02-19,0,True
28,writer28@gmail.com,1028,글림펄Gleampearl,010-0000-0027,2021-02-19,0,True
29,writer29@gmail.com,1029,"잎새양초,오후의분위기",010-0000-0028,2021-02-19,0,True
30,writer30@gmail.com,1030,끼니대장,010-0000-0029,2021-02-19,0,True
31,writer31@gmail.com,1031,브레노웰트,010-0000-0030,2021-02-19,0,True
32,writer32@gmail.com,1032,MARCATO,010-0000-0031,2021-02-19,0,True
33,writer33@gmail.com,1033,브레노웰트,010-0000-0032,2021-02-19,0,True
34,writer34@gmail.com,1034,로우플로우,010-0000-0033,2021-02-19,0,True
35,writer35@gmail.com,1035,컬러콜라,010-0000-0034,2021-02-19,0,True
36,writer36@gmail.com,1036,사리슈즈(SARI),010-0000-0035,2021-02-19,0,True
37,writer37@gmail.com,1037,MARCATO,010-0000-0036,2021-02-19,0,True
38,writer38@gmail.com,1038,사리슈즈(SARI),010-0000-0037,2021-02-19,0,True
39,writer39@gmail.com,1039,피스오브럭슈즈스토어,010-0000-0038,2021-02-19,0,True
40,writer40@gmail.com,1040,브로노마드,010-0000-0039,2021-02-19,0,True
41,writer41@gmail.com,1041,피타파타,010-0000-0040,2021-02-19,0,True
42,writer42@gmail.com,1042,레스터,010-0000-0041,2021-02-19,0,True
43,writer43@gmail.com,1043,Ne-취향(니취향),010-0000-0042,2021-02-19,0,True
44,writer44@gmail.com,1044,랄라비(LalaB),010-0000-0043,2021-02-19,0,True
45,writer45@gmail.com,1045,수키(SOOKEY),010-0000-0044,2021-02-19,0,True
46,writer46@gmail.com,1046,우드토픽,010-0000-0045,2021-02-19,0,True
47,writer47@gmail.com,1047,<르몽드LEMONDE>디퓨저,010-0000-0046,2021-02-19,0,True
48,writer48@gmail.com,1048,더크라프트,010-0000-0047,2021-02-19,0,True
49,writer49@gmail.com,1049,나무와나,010-0000-0048,2021-02-19,0,True
50,writer50@gmail.com,1050,막손,010-0000-0049,2021-02-19,0,True
51,writer51@gmail.com,1051,초코써니수제청수제과일청,010-0000-0050,2021-02-19,0,True
52,writer52@gmail.com,1052,포시즌테이블,010-0000-0051,2021-02-19,0,True
53,writer53@gmail.com,1053,소블링커피,010-0000-0052,2021-02-19,0,True
54,writer54@gmail.com,1054,그:때커피,010-0000-0053,2021-02-19,0,True
55,writer55@gmail.com,1055,엘리펀트커피랩,010-0000-0054,2021-02-19,0,True
56,writer56@gmail.com,1056,꼬숩네,010-0000-0055,2021-02-19,0,True
57,writer57@gmail.com,1057,꼬숩네,010-0000-0056,2021-02-19,0,True
58,writer58@gmail.com,1058,상콤한미선씨수제청,010-0000-0057,2021-02-19,0,True
59,writer59@gmail.com,1059,포시즌테이블,010-0000-0058,2021-02-19,0,True
60,writer60@gmail.com,1060,그:때커피,010-0000-0059,2021-02-19,0,True
61,writer61@gmail.com,1061,딸기엄마양파아빠,010-0000-0060,2021-02-19,0,True
62,writer62@gmail.com,1062,다솔_건강한맛을담다,010-0000-0061,2021-02-19,0,True
63,writer63@gmail.com,1063,모임수제청,010-0000-0062,2021-02-19,0,True
64,writer64@gmail.com,1064,소블링커피,010-0000-0063,2021-02-19,0,True
65,writer65@gmail.com,1065,빈스스콘,010-0000-0064,2021-02-19,0,True
66,writer66@gmail.com,1066,달달지다,010-0000-0065,2021-02-19,0,True
67,writer67@gmail.com,1067,👊두남자의식탐👊,010-0000-0066,2021-02-19,0,True
68,writer68@gmail.com,1068,다앤하(danha),010-0000-0067,2021-02-19,0,True
69,writer69@gmail.com,1069,2대가함께하는창원생과방,010-0000-0068,2021-02-19,0,True
70,writer70@gmail.com,1070,다앤하(danha),010-0000-0069,2021-02-19,0,True
71,writer71@gmail.com,1071,맘대롱스튜디오,010-0000-0070,2021-02-19,0,True
72,writer72@gmail.com,1072,마다,010-0000-0071,2021-02-19,0,True
73,writer73@gmail.com,1073,새싹발아통밀빵..아르토스,010-0000-0072,2021-02-19,0,True
74,writer74@gmail.com,1074,김보람초콜릿,010-0000-0073,2021-02-19,0,True
75,writer75@gmail.com,1075,카페다홍,010-0000-0074,2021-02-19,0,True
76,writer76@gmail.com,1076,쥬오베이커리zuobakery,010-0000-0075,2021-02-19,0,True
77,writer77@gmail.com,1077,다앤하(danha),010-0000-0076,2021-02-19,0,True
78,writer78@gmail.com,1078,디디얌,010-0000-0077,2021-02-19,0,True
79,writer79@gmail.com,1079,👊두남자의식탐👊,010-0000-0078,2021-02-19,0,True
80,writer80@gmail.com,1080,샐러드채소주은농장,010-0000-0079,2021-02-19,0,True
81,writer81@gmail.com,1081,삼남매고깃간,010-0000-0080,2021-02-19,0,True
82,writer82@gmail.com,1082,충남논산나나팜,010-0000-0081,2021-02-19,0,True
83,writer83@gmail.com,1083,심명진민물장어,010-0000-0082,2021-02-19,0,True
84,writer84@gmail.com,1084,그라지라,010-0000-0083,2021-02-19,0,True
85,writer85@gmail.com,1085,도원한우,010-0000-0084,2021-02-19,0,True
86,writer86@gmail.com,1086,전남장흥무태장어,010-0000-0085,2021-02-19,0,True
87,writer87@gmail.com,1087,농장지기황종운,010-0000-0086,2021-02-19,0,True
88,writer88@gmail.com,1088,소문난닭갈비,010-0000-0087,2021-02-19,0,True
89,writer89@gmail.com,1089,선물정육점(고기셰프윤주민과청년들),010-0000-0088,2021-02-19,0,True
90,writer90@gmail.com,1090,선물정육점(고기셰프윤주민과청년들),010-0000-0089,2021-02-19,0,True
91,writer91@gmail.com,1091,밀크푸드연구센터,010-0000-0090,2021-02-19,0,True
92,writer92@gmail.com,1092,삼남매전복과해물뚝배기,010-0000-0091,2021-02-19,0,True
93,writer93@gmail.com,1093,더알찬쭈꾸미,010-0000-0092,2021-02-19,0,True
94,writer94@gmail.com,1094,가율박민셰프,010-0000-0093,2021-02-19,0,True
95,writer95@gmail.com,1095,라파지블,010-0000-0094,2021-02-19,0,True
96,writer96@gmail.com,1096,박창주,010-0000-0095,2021-02-19,0,True
97,writer97@gmail.com,1097,정안일미한우국밥,010-0000-0096,2021-02-19,0,True
98,writer98@gmail.com,1098,3대를이어온농장(의성부자농장)반찬김치,010-0000-0097,2021-02-19,0,True
99,writer99@gmail.com,1099,💖빙고씨푸드마스터셰프이슬👨‍반찬,010-0000-0098,2021-02-19,0,True
100,writer100@gmail.com,1100,너의반찬,010-0000-0099,2021-02-19,0,True
101,writer101@gmail.com,1101,오이야푸드,010-0000-0100,2021-02-19,0,True
102,writer102@gmail.com,1102,가율박민셰프,010-0000-0101,2021-02-19,0,True
103,writer103@gmail.com,1103,3대를이어온농장(의성부자농장)반찬김치,010-0000-0102,2021-02-19,0,True
104,writer104@gmail.com,1104,3대를이어온농장(의성부자농장)반찬김치,010-0000-0103,2021-02-19,0,True
105,writer105@gmail.com,1105,3대를이어온농장(의성부자농장)반찬김치,010-0000-0104,2021-02-19,0,True
106,writer106@gmail.com,1106,여수언니,010-0000-0105,2021-02-19,0,True
107,writer107@gmail.com,1107,칠구떡볶이,010-0000-0106,2021-02-19,0,True
108,writer108@gmail.com,1108,호랑이식당,010-0000-0107,2021-02-19,0,True
109,writer109@gmail.com,1109,한성뼈해장국,010-0000-0108,2021-02-19,0,True
110,writer110@gmail.com,1110,룰루요거트(Luluyogurt),010-0000-0109,2021-02-19,0,True
111,writer111@gmail.com,1111,라즐리초콜릿&디저트,010-0000-0110,2021-02-19,0,True
112,writer112@gmail.com,1112,칠구떡볶이,010-0000-0111,2021-02-19,0,True
113,writer113@gmail.com,1113,다우랑,010-0000-0112,2021-02-19,0,True
114,writer114@gmail.com,1114,꼬숩네,010-0000-0113,2021-02-19,0,True
115,writer115@gmail.com,1115,룰루요거트(Luluyogurt),010-0000-0114,2021-02-19,0,True
116,writer116@gmail.com,1116,밀크아트,010-0000-0115,2021-02-19,0,True
117,writer117@gmail.com,1117,도시곳간반찬/샐러드,010-0000-0116,2021-02-19,0,True
118,writer118@gmail.com,1118,한길로,010-0000-0117,2021-02-19,0,True
119,writer119@gmail.com,1119,정단,010-0000-0118,2021-02-19,0,True
120,writer120@gmail.com,1120,너의반찬,010-0000-0119,2021-02-19,0,True
121,writer121@gmail.com,1121,술샘SULSEAM,010-0000-0120,2021-02-19,0,True
122,writer122@gmail.com,1122,모주초콜릿,010-0000-0121,2021-02-19,0,True
123,writer123@gmail.com,1123,와인코리아,010-0000-0122,2021-02-19,0,True
124,writer124@gmail.com,1124,고도리와이너리,010-0000-0123,2021-02-19,0,True
125,writer125@gmail.com,1125,와인코리아,010-0000-0124,2021-02-19,0,True
126,writer126@gmail.com,1126,도란원샤토미소와인,010-0000-0125,2021-02-19,0,True
127,writer127@gmail.com,1127,문배주양조원,010-0000-0126,2021-02-19,0,True
128,writer128@gmail.com,1128,복순도가,010-0000-0127,2021-02-19,0,True
129,writer129@gmail.com,1129,술샘SULSEAM,010-0000-0128,2021-02-19,0,True
130,writer130@gmail.com,1130,내변산양조장,010-0000-0129,2021-02-19,0,True
131,writer131@gmail.com,1131,자연과인삼,010-0000-0130,2021-02-19,0,True
132,writer132@gmail.com,1132,고도리와이너리,010-0000-0131,2021-02-19,0,True
133,writer133@gmail.com,1133,경남사천와이너리오름주가(다래와인),010-0000-0132,2021-02-19,0,True
134,writer134@gmail.com,1134,초코아,010-0000-0133,2021-02-19,0,True
135,writer135@gmail.com,1135,incolor나만의선물,010-0000-0134,2021-02-19,0,True
136,writer136@gmail.com,1136,디자인아지트,010-0000-0135,2021-02-19,0,True
137,writer137@gmail.com,1137,incolor나만의선물,010-0000-0136,2021-02-19,0,True
138,writer138@gmail.com,1138,incolor나만의선물,010-0000-0137,2021-02-19,0,True
139,writer139@gmail.com,1139,캘디,010-0000-0138,2021-02-19,0,True
140,writer140@gmail.com,1140,incolor나만의선물,010-0000-0139,2021-02-19,0,True
141,writer141@gmail.com,1141,네임코코,010-0000-0140,2021-02-19,0,True
142,writer142@gmail.com,1142,해피데이토퍼,010-0000-0141,2021-02-19,0,True
143,writer143@gmail.com,1143,incolor나만의선물,010-0000-0142,2021-02-19,0,True
144,writer144@gmail.com,1144,incolor나만의선물,010-0000-0143,2021-02-19,0,True
145,writer145@gmail.com,1145,디자인아지트,010-0000-0144,2021-02-19,0,True
146,writer146@gmail.com,1146,브릴리언트마켓,010-0000-0145,2021-02-19,0,True
147,writer147@gmail.com,1147,제이부부,010-0000-0146,2021-02-19,0,True
148,writer148@gmail.com,1148,워니데이,010-0000-0147,2021-02-19,0,True
149,writer149@gmail.com,1149,소유템💛폰케이스,010-0000-0148,2021-02-19,0,True
150,writer150@gmail.com,1150,가꼬싶다💖폰케이스,010-0000-0149,2021-02-19,0,True
151,writer151@gmail.com,1151,맥무폰케이스🤎,010-0000-0150,2021-02-19,0,True
152,writer152@gmail.com,1152,더블유트렌드,010-0000-0151,2021-02-19,0,True
153,writer153@gmail.com,1153,마이큐피드💘폰케이스,010-0000-0152,2021-02-19,0,True
154,writer154@gmail.com,1154,시루봉공방,010-0000-0153,2021-02-19,0,True
155,writer155@gmail.com,1155,라피오폰케이스,010-0000-0154,2021-02-19,0,True
156,writer156@gmail.com,1156,라피오폰케이스,010-0000-0155,2021-02-19,0,True
157,writer157@gmail.com,1157,소유템💛폰케이스,010-0000-0156,2021-02-19,0,True
158,writer158@gmail.com,1158,너나들이✨폰케이스,010-0000-0157,2021-02-19,0,True
159,writer159@gmail.com,1159,퍼니데일리,010-0000-0158,2021-02-19,0,True
160,writer160@gmail.com,1160,소유템💛폰케이스,010-0000-0159,2021-02-19,0,True
161,writer161@gmail.com,1161,멜리오르폰케이스,010-0000-0160,2021-02-19,0,True
162,writer162@gmail.com,1162,조형몰❤폰케이스,010-0000-0161,2021-02-19,0,True
163,writer163@gmail.com,1163,소유템💛폰케이스,010-0000-0162,2021-02-19,0,True
164,writer164@gmail.com,1164,소유템💛폰케이스,010-0000-0163,2021-02-19,0,True
165,writer165@gmail.com,1165,가꼬싶다💖폰케이스,010-0000-0164,2021-02-19,0,True
166,writer166@gmail.com,1166,필레오Phileo,010-0000-0165,2021-02-19,0,True
167,writer167@gmail.com,1167,소유템💛폰케이스,010-0000-0166,2021-02-19,0,True
168,writer168@gmail.com,1168,멜리오르폰케이스,010-0000-0167,2021-02-19,0,True
169,writer169@gmail.com,1169,마쓰marss,010-0000-0168,2021-02-19,0,True
170,writer170@gmail.com,1170,가꼬싶다💖폰케이스,010-0000-0169,2021-02-19,0,True
171,writer171@gmail.com,1171,퍼니데일리,010-0000-0170,2021-02-19,0,True
172,writer172@gmail.com,1172,인생케이스💗폰케이스,010-0000-0171,2021-02-19,0,True
173,writer173@gmail.com,1173,퍼니데일리,010-0000-0172,2021-02-19,0,True
174,writer174@gmail.com,1174,굿즈크리에이터-에어팟케이스,010-0000-0173,2021-02-19,0,True
175,writer175@gmail.com,1175,이든공방,010-0000-0174,2021-02-19,0,True
176,writer176@gmail.com,1176,단하나디자인🧡폰케이스,010-0000-0175,2021-02-19,0,True
177,writer177@gmail.com,1177,리리스,010-0000-0176,2021-02-19,0,True
178,writer178@gmail.com,1178,그리너리플라워,010-0000-0177,2021-02-19,0,True
179,writer179@gmail.com,1179,무무하루,010-0000-0178,2021-02-19,0,True
180,writer180@gmail.com,1180,꽃이핀날,010-0000-0179,2021-02-19,0,True
181,writer181@gmail.com,1181,토끼풀꽃,010-0000-0180,2021-02-19,0,True
182,writer182@gmail.com,1182,🌸큐리플라워🌸,010-0000-0181,2021-02-19,0,True
183,writer183@gmail.com,1183,어디에가든,010-0000-0182,2021-02-19,0,True
184,writer184@gmail.com,1184,피아니시모,010-0000-0183,2021-02-19,0,True
185,writer185@gmail.com,1185,플래니크,010-0000-0184,2021-02-19,0,True
186,writer186@gmail.com,1186,끌레드룬,010-0000-0185,2021-02-19,0,True
187,writer187@gmail.com,1187,로사리움,010-0000-0186,2021-02-19,0,True
188,writer188@gmail.com,1188,블랑시아(Blancsea),010-0000-0187,2021-02-19,0,True
189,writer189@gmail.com,1189,꽃다운하루,010-0000-0188,2021-02-19,0,True
190,writer190@gmail.com,1190,꽃을꾸다,010-0000-0189,2021-02-19,0,True
191,writer191@gmail.com,1191,당신을위한_다비디퓨저💘,010-0000-0190,2021-02-19,0,True
192,writer192@gmail.com,1192,커마드디퓨저,010-0000-0191,2021-02-19,0,True
193,writer193@gmail.com,1193,유얼어데이디퓨저,010-0000-0192,2021-02-19,0,True
194,writer194@gmail.com,1194,오늘봄,010-0000-0193,2021-02-19,0,True
195,writer195@gmail.com,1195,포토웁스,010-0000-0194,2021-02-19,0,True
196,writer196@gmail.com,1196,오하이캔들,010-0000-0195,2021-02-19,0,True
197,writer197@gmail.com,1197,<르몽드LEMONDE>디퓨저,010-0000-0196,2021-02-19,0,True
198,writer198@gmail.com,1198,당신을위한_다비디퓨저💘,010-0000-0197,2021-02-19,0,True
199,writer199@gmail.com,1199,당신을위한_다비디퓨저💘,010-0000-0198,2021-02-19,0,True
200,writer200@gmail.com,1200,당신을위한_다비디퓨저💘,010-0000-0199,2021-02-19,0,True
201,writer201@gmail.com,1201,그랑캔들,010-0000-0200,2021-02-19,0,True
202,writer202@gmail.com,1202,당신을위한_다비디퓨저💘,010-0000-0201,2021-02-19,0,True
203,writer203@gmail.com,1203,셉튜플,010-0000-0202,2021-02-19,0,True
204,writer204@gmail.com,1204,배리엘,010-0000-0203,2021-02-19,0,True
205,writer205@gmail.com,1205,하경네이처웰,010-0000-0204,2021-02-19,0,True
206,writer206@gmail.com,1206,라모수👩‍🔬피부문제&향수연구소,010-0000-0205,2021-02-19,0,True
207,writer207@gmail.com,1207,성분맛집천연화장품_드레싱테이블,010-0000-0206,2021-02-19,0,True
208,writer208@gmail.com,1208,BlossombyH:블라썸바이에이치,010-0000-0207,2021-02-19,0,True
209,writer209@gmail.com,1209,드로엣네이처,010-0000-0208,2021-02-19,0,True
210,writer210@gmail.com,1210,라모수👩‍🔬피부문제&향수연구소,010-0000-0209,2021-02-19,0,True
211,writer211@gmail.com,1211,<작은향수가게>DonaDei,010-0000-0210,2021-02-19,0,True
212,writer212@gmail.com,1212,벨라네이처BELLANATURE,010-0000-0211,2021-02-19,0,True
213,writer213@gmail.com,1213,성분맛집천연화장품_드레싱테이블,010-0000-0212,2021-02-19,0,True
214,writer214@gmail.com,1214,라모수👩‍🔬피부문제&향수연구소,010-0000-0213,2021-02-19,0,True
215,writer215@gmail.com,1215,드로엣네이처,010-0000-0214,2021-02-19,0,True
216,writer216@gmail.com,1216,오초|SCENT&SOUL,010-0000-0215,2021-02-19,0,True
217,writer217@gmail.com,1217,정직한천연화장품어니스트쥬디,010-0000-0216,2021-02-19,0,True
218,writer218@gmail.com,1218,늘:다움(Daily:Beauty),010-0000-0217,2021-02-19,0,True
219,writer219@gmail.com,1219,투링❤️각인반지샵,010-0000-0218,2021-02-19,0,True
220,writer220@gmail.com,1220,아띠랑스,010-0000-0219,2021-02-19,0,True
221,writer221@gmail.com,1221,각인맛집✏️반지판다,010-0000-0220,2021-02-19,0,True
222,writer222@gmail.com,1222,나눔제작소,010-0000-0221,2021-02-19,0,True
223,writer223@gmail.com,1223,연연129,010-0000-0222,2021-02-19,0,True
224,writer224@gmail.com,1224,치크티크,010-0000-0223,2021-02-19,0,True
225,writer225@gmail.com,1225,린카,010-0000-0224,2021-02-19,0,True
226,writer226@gmail.com,1226,아이씨메이드,010-0000-0225,2021-02-19,0,True
227,writer227@gmail.com,1227,보핀,010-0000-0226,2021-02-19,0,True
228,writer228@gmail.com,1228,프롬러브,010-0000-0227,2021-02-19,0,True
229,writer229@gmail.com,1229,투링❤️각인반지샵,010-0000-0228,2021-02-19,0,True
230,writer230@gmail.com,1230,투링❤️각인반지샵,010-0000-0229,2021-02-19,0,True
231,writer231@gmail.com,1231,프롬더오브제,010-0000-0230,2021-02-19,0,True
232,writer232@gmail.com,1232,투링❤️각인반지샵,010-0000-0231,2021-02-19,0,True
233,writer233@gmail.com,1233,모어티엡moretf,010-0000-0232,2021-02-19,0,True
234,writer234@gmail.com,1234,두콩이공방,010-0000-0233,2021-02-19,0,True
235,writer235@gmail.com,1235,디에스타(Diesta),010-0000-0234,2021-02-19,0,True
236,writer236@gmail.com,1236,모어티엡moretf,010-0000-0235,2021-02-19,0,True
237,writer237@gmail.com,1237,mmm(엠엠엠),010-0000-0236,2021-02-19,0,True
238,writer238@gmail.com,1238,쁘띠메이,010-0000-0237,2021-02-19,0,True
239,writer239@gmail.com,1239,321팩토리321factory,010-0000-0238,2021-02-19,0,True
240,writer240@gmail.com,1240,디에스타(Diesta),010-0000-0239,2021-02-19,0,True
241,writer241@gmail.com,1241,라롱(La.long),010-0000-0240,2021-02-19,0,True
242,writer242@gmail.com,1242,아임파인,010-0000-0241,2021-02-19,0,True
243,writer243@gmail.com,1243,라롱(La.long),010-0000-0242,2021-02-19,0,True
244,writer244@gmail.com,1244,모어티엡moretf,010-0000-0243,2021-02-19,0,True
245,writer245@gmail.com,1245,mmm(엠엠엠),010-0000-0244,2021-02-19,0,True
246,writer246@gmail.com,1246,보라보라핑크핑크,010-0000-0245,2021-02-19,0,True
247,writer247@gmail.com,1247,브릴란테,010-0000-0246,2021-02-19,0,True
248,writer248@gmail.com,1248,피그모먼트,010-0000-0247,2021-02-19,0,True
249,writer249@gmail.com,1249,문웨이브,010-0000-0248,2021-02-19,0,True
250,writer250@gmail.com,1250,스톤비잉(Stonebeing),010-0000-0249,2021-02-19,0,True
251,writer251@gmail.com,1251,321팩토리321factory,010-0000-0250,2021-02-19,0,True
252,writer252@gmail.com,1252,321팩토리321factory,010-0000-0251,2021-02-19,0,True
253,writer253@gmail.com,1253,321팩토리321factory,010-0000-0252,2021-02-19,0,True
254,writer254@gmail.com,1254,목걸이맛집구루미9rumi,010-0000-0253,2021-02-19,0,True
255,writer255@gmail.com,1255,321팩토리321factory,010-0000-0254,2021-02-19,0,True
256,writer256@gmail.com,1256,목걸이맛집구루미9rumi,010-0000-0255,2021-02-19,0,True
257,writer257@gmail.com,1257,보핀,010-0000-0256,2021-02-19,0,True
258,writer258@gmail.com,1258,321팩토리321factory,010-0000-0257,2021-02-19,0,True
259,writer259@gmail.com,1259,목걸이맛집구루미9rumi,010-0000-0258,2021-02-19,0,True
260,writer260@gmail.com,1260,히어디어마이,010-0000-0259,2021-02-19,0,True
261,writer261@gmail.com,1261,피그모먼트,010-0000-0260,2021-02-19,0,True
262,writer262@gmail.com,1262,홍대팔찌만들기,010-0000-0261,2021-02-19,0,True
263,writer263@gmail.com,1263,홍대팔찌만들기,010-0000-0262,2021-02-19,0,True
264,writer264@gmail.com,1264,데일리유니크,010-0000-0263,2021-02-19,0,True
265,writer265@gmail.com,1265,타움(TRAUM),010-0000-0264,2021-02-19,0,True
266,writer266@gmail.com,1266,기쁨의발견,010-0000-0265,2021-02-19,0,True
267,writer267@gmail.com,1267,우토리WOOTORY,010-0000-0266,2021-02-19,0,True
268,writer268@gmail.com,1268,플레이샵,010-0000-0267,2021-02-19,0,True
269,writer269@gmail.com,1269,피아뜨의오묘한상점p_artt,010-0000-0268,2021-02-19,0,True
270,writer270@gmail.com,1270,반지공방,010-0000-0269,2021-02-19,0,True
271,writer271@gmail.com,1271,"디어벨(Dear,Belle)",010-0000-0270,2021-02-19,0,True
272,writer272@gmail.com,1272,피그모먼트,010-0000-0271,2021-02-19,0,True
273,writer273@gmail.com,1273,홍대팔찌만들기,010-0000-0272,2021-02-19,0,True
274,writer274@gmail.com,1274,펫뜨리에,010-0000-0273,2021-02-19,0,True
275,writer275@gmail.com,1275,디자인아지트,010-0000-0274,2021-02-19,0,True
276,writer276@gmail.com,1276,엠블라썸,010-0000-0275,2021-02-19,0,True
277,writer277@gmail.com,1277,Sorot(소롯),010-0000-0276,2021-02-19,0,True
278,writer278@gmail.com,1278,오른발왼발♥️키링,010-0000-0277,2021-02-19,0,True
279,writer279@gmail.com,1279,티나하우스,010-0000-0278,2021-02-19,0,True
280,writer280@gmail.com,1280,다그루,010-0000-0279,2021-02-19,0,True
281,writer281@gmail.com,1281,제이보떼,010-0000-0280,2021-02-19,0,True
282,writer282@gmail.com,1282,공주드레스피아,010-0000-0281,2021-02-19,0,True
283,writer283@gmail.com,1283,조형몰❤폰케이스,010-0000-0282,2021-02-19,0,True
284,writer284@gmail.com,1284,크리아즈,010-0000-0283,2021-02-19,0,True
285,writer285@gmail.com,1285,박하네드로잉,010-0000-0284,2021-02-19,0,True
286,writer286@gmail.com,1286,티나하우스,010-0000-0285,2021-02-19,0,True
287,writer287@gmail.com,1287,스마트커버,010-0000-0286,2021-02-19,0,True
288,writer288@gmail.com,1288,수노아랑,010-0000-0287,2021-02-19,0,True
289,writer289@gmail.com,1289,칸타나(CANTANA),010-0000-0288,2021-02-19,0,True
290,writer290@gmail.com,1290,토브가든,010-0000-0289,2021-02-19,0,True
291,writer291@gmail.com,1291,PURMONDE퓨몽드,010-0000-0290,2021-02-19,0,True
292,writer292@gmail.com,1292,MIMINAKO미미나꼬,010-0000-0291,2021-02-19,0,True
293,writer293@gmail.com,1293,MIMINAKO미미나꼬,010-0000-0292,2021-02-19,0,True
294,writer294@gmail.com,1294,팔레트캔들앤솝,010-0000-0293,2021-02-19,0,True
295,writer295@gmail.com,1295,희야들솝팩토리.희야들공방,010-0000-0294,2021-02-19,0,True
296,writer296@gmail.com,1296,토브가든,010-0000-0295,2021-02-19,0,True
297,writer297@gmail.com,1297,팔레트캔들앤솝,010-0000-0296,2021-02-19,0,True
298,writer298@gmail.com,1298,#스튜디오비바베이비,010-0000-0297,2021-02-19,0,True
299,writer299@gmail.com,1299,프롬지,010-0000-0298,2021-02-19,0,True
300,writer300@gmail.com,1300,희야들솝팩토리.희야들공방,010-0000-0299,2021-02-19,0,True
301,writer301@gmail.com,1301,희야들솝팩토리.희야들공방,010-0000-0300,2021-02-19,0,True
302,writer302@gmail.com,1302,토브가든,010-0000-0301,2021-02-19,0,True
303,writer303@gmail.com,1303,디자인아지트,010-0000-0302,2021-02-19,0,True
304,writer304@gmail.com,1304,델라루나,010-0000-0303,2021-02-19,0,True
305,writer305@gmail.com,1305,제이제이퀼트,010-0000-0304,2021-02-19,0,True
306,writer306@gmail.com,1306,줄리스비,010-0000-0305,2021-02-19,0,True
307,writer307@gmail.com,1307,디자인아지트,010-0000-0306,2021-02-19,0,True
308,writer308@gmail.com,1308,우땡이네,010-0000-0307,2021-02-19,0,True
309,writer309@gmail.com,1309,Simplystitch,010-0000-0308,2021-02-19,0,True
310,writer310@gmail.com,1310,디자인아지트,010-0000-0309,2021-02-19,0,True
311,writer311@gmail.com,1311,디자인아지트,010-0000-0310,2021-02-19,0,True
312,writer312@gmail.com,1312,디자인아지트,010-0000-0311,2021-02-19,0,True
313,writer313@gmail.com,1313,아이유베베,010-0000-0312,2021-02-19,0,True
314,writer314@gmail.com,1314,디자인아지트,010-0000-0313,2021-02-19,0,True
315,writer315@gmail.com,1315,atti,010-0000-0314,2021-02-19,0,True
316,writer316@gmail.com,1316,공신,010-0000-0315,2021-02-19,0,True
317,writer317@gmail.com,1317,원앤온리(ONEandONLY),010-0000-0316,2021-02-19,0,True
318,writer318@gmail.com,1318,이왕이면IWIM,010-0000-0317,2021-02-19,0,True
